"Line","Speaker","Text","Date"
340,"Clinton","And I think it -- you know, it's a difference that affects how we see the world and what we want to do with the economy. ","10/19/2016"
341,"Wallace","Time.","10/19/2016"
342,"Trump","Thank you, Hillary. Could I just respond? ","10/19/2016"
343,"Wallace","Well, no, sir, because we're running out of time... ","10/19/2016"
344,"Trump","Because I did disagree with Ronald Reagan very strongly on trade. I disagreed with him. We should have been much tougher on trade even then. I've been waiting for years. Nobody does it right.","10/19/2016"
345,"Wallace","OK.","10/19/2016"
346,"Trump","And frankly, now we're going to do it right. ","10/19/2016"
347,"Wallace","All right. The one last area I want to get into with you in this debate is the fact that the biggest driver of our debt is entitlements, which is 60 percent of all federal spending. Now, the Committee for federal -- a Responsible Federal Budget has looked at both of your plans and they say neither of you has a serious plan that is going to solve the fact that Medicare's going to run out of money in the 2020s, Social Security is going to run out of money in the 2030s, and at that time, recipients are going to take huge cuts in their benefits. So, in effect, the final question I want to ask you in this regard is -- and let me start with you, Mr. Trump, would President Trump make a deal to save Medicare and Social Security that included both tax increases and benefit cuts, in effect, a grand bargain on entitlements? ","10/19/2016"
348,"Trump","I'm cutting taxes. We're going to grow the economy. It's going to grow at a record rate of growth.","10/19/2016"
349,"Wallace","That's not going to help in the entitlements.","10/19/2016"
350,"Trump","No, it's going to totally help you. And one thing we have to do: Repeal and replace the disaster known as Obamacare. It's destroying our country. It's destroying our businesses, our small business and our big businesses. We have to repeal and replace Obamacare. You take a look at the kind of numbers that that will cost us in the year '17, it is a disaster. If we don't repeal and replace -- now, it's probably going to die of its own weight. But Obamacare has to go. It's -- the premiums are going up 60 percent, 70 percent, 80 percent. Next year they're going to go up over 100 percent. And I'm really glad that the premiums have started -- at least the people see what's happening, because she wants to keep Obamacare and she wants to make it even worse, and it can't get any worse. Bad health care at the most expensive price. We have to repeal and replace Obamacare. ","10/19/2016"
351,"Wallace","And, Secretary Clinton, same question, because at this point, Social Security and Medicare are going to run out, the trust funds are going to run out of money. Will you as president entertain -- will you consider a grand bargain, a deal that includes both tax increases and benefit cuts to try to save both programs? ","10/19/2016"
352,"Clinton","Well, Chris, I am on record as saying that we need to put more money into the Social Security Trust Fund. That's part of my commitment to raise taxes on the wealthy. My Social Security payroll contribution will go up, as will Donald's, assuming he can't figure out how to get out of it. But what we want to do is to replenish the Social Security Trust Fund... ","10/19/2016"
353,"Trump","Such a nasty woman.","10/19/2016"
354,"Clinton","... by making sure that we have sufficient resources, and that will come from either raising the cap and/or finding other ways to get more money into it. I will not cut benefits. I want to enhance benefits for low-income workers and for women who have been disadvantaged by the current Social Security system. But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt. That will have dire consequences for Social Security and Medicare. And I'll say something about the Affordable Care Act, which he wants to repeal. The Affordable Care Act extended the solvency of the Medicare Trust Fund. So if repeals it, our Medicare problem gets worse. What we need to do is go after... ","10/19/2016"
355,"Trump","Your husband disagrees with you.","10/19/2016"
356,"Clinton","... the long-term health care drivers. We've got to get costs down, increase value, emphasize wellness. I have a plan for doing that. And I think that we will be able to get entitlement spending under control by with more resources and harder decisions. ","10/19/2016"
357,"Wallace","This is -- this is the final time, probably to both of your delight, that you're going to be on a stage together in this campaign. I would like to end it on a positive note. You had not agreed to closing statements, but it seems to me in a funny way that might make it more interesting because you haven't prepared closing statements. So I'd like you each to take -- and we're going to put a clock up, a minute, as the final question in the final debate, to tell the American people why they should elect you to be the next president. This is another new mini-segment. Secretary Clinton, it's your turn to go first. ","10/19/2016"
358,"Clinton","Well, I would like to say to everyone watching tonight that I'm reaching out to all Americans -- Democrats, Republicans, and independents -- because we need everybody to help make our country what it should be, to grow the economy, to make it fairer, to make it work for everyone. We need your talents, your skills, your commitments, your energy, your ambition. You know, I've been privileged to see the presidency up close. And I know the awesome responsibility of protecting our country and the incredible opportunity of working to try to make life better for all of you. I have made the cause of children and families really my life's work. That's what my mission will be in the presidency. I will stand up for families against powerful interests, against corporations. I will do everything that I can to make sure that you have good jobs, with rising incomes, that your kids have good educations from preschool through college. I hope you will give me a chance to serve as your president. ","10/19/2016"
